"refNo", "site", "date", "timeEST", "pH", "DIC", "spCond", "temp", "ANC960", "ANCMet", "gageHt", "hydroGraph", "flowGageHt", "precipCatch", "fieldCode", "notes", "uniqueID", "waterYr", "datetime", "Ca", "Mg", "K", "Na", "TMAl", "OMAl", "Al_ICP", "Al_ferron", "NH4", "SO4", "NO3", "Cl", "PO4", "DOC", "TDN", "DON", "SiO2", "Mn", "Fe", "F", "cationCharge", "anionCharge", "theoryCond", "ionError", "duplicate", "sampleType", "ionBalance", "canonical"
"48744","RG1","1992-01-13","09:40:00","4.1500",\N,"37.5000",\N,\N,\N,\N,\N,\N,"4.9000","955",\N,"RG1_19920113_0940","1991","1/13/92 9:40","0.2500","0.1700","0.4500","0.6800",\N,\N,\N,"0.0100","0.3800","3.6000","3.3200","1.0400","0.0160","0.0000",\N,\N,"0.0500",\N,\N,\N,"160.3000","-157.7000","42.1000","1.6000",\N,\N,"2.6000",\N
"50309","RG11","1992-01-13","09:30:00","4.1400",\N,"38.2000",\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG11_19920113_0930","1991","1/13/92 9:30","0.2400","0.1000","0.4200","0.6200",\N,\N,\N,"0.0100","0.3500","3.4000","3.0400","1.2100","0.0110",\N,\N,\N,"0.0500",\N,\N,\N,"150.6000","-153.8000","41.8000","-2.1000",\N,\N,"-3.2000",\N
"52660","RG22","1992-01-13","08:30:00","4.0900",\N,"44.4000",\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG22_19920113_0830","1991","1/13/92 8:30","0.1600","0.1100","0.0500","1.1100",\N,\N,\N,\N,"0.4200","4.2000","3.3800","1.6800","0.0080",\N,\N,\N,"0.0500",\N,\N,\N,"171.2000","-189.2000","48.1000","-10.0000",\N,\N,"-18.0000",\N
"35426","S","1992-01-20",\N,"4.4200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920120_NA","1991",\N,"0.0350","0.0100","0.0100","0.0450",\N,\N,\N,"0.0100","0.0800","1.1000","1.4350","0.0900","0.0055",\N,\N,\N,"0.0500",\N,\N,\N,"48.1000","-48.5000",\N,"-0.8000",\N,\N,"-0.4000","TRUE"
"48745","RG1","1992-01-20","10:10:00","4.4300",\N,"15.0000",\N,\N,\N,\N,\N,\N,"35.4000",\N,\N,"RG1_19920120_1010","1991","1/20/92 10:10","0.0300","0.0100","0.0100","0.0500",\N,\N,\N,"0.0100","0.0700","1.1000","1.3800","0.1000","0.0050","0.0000",\N,\N,"0.0500",\N,\N,\N,"46.6000","-47.9000","17.2000","-2.8000",\N,\N,"-1.3000",\N
"50310","RG11","1992-01-20","09:45:00","4.4200",\N,"15.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920120_0945","1991","1/20/92 9:45","0.0400","0.0100","0.0100","0.0400",\N,\N,\N,"0.0100","0.0900","1.1000","1.4900","0.0800","0.0060",\N,\N,\N,"0.0500",\N,\N,\N,"48.7000","-49.1000","17.6000","-0.8000",\N,\N,"-0.4000",\N
"52661","RG22","1992-01-20","08:15:00","4.5300",\N,"11.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19920120_0815","1991","1/20/92 8:15","0.0300","0.0100","0.0100","0.0600",\N,\N,\N,\N,"0.0300","1.0000","1.1900","0.1000","0.0060",\N,\N,\N,"0.0500",\N,\N,\N,"36.4000","-42.8000","14.0000","-16.2000",\N,\N,"-6.4000",\N
"35433","S","1992-01-27",\N,"4.5400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920127_NA","1991",\N,"0.0200","0.0100","0.0150","0.0900",\N,\N,\N,"0.0100","0.0250","0.8500","0.6400","0.1650","0.0060",\N,\N,\N,"0.0500",\N,\N,\N,"37.2000","-32.6000",\N,"13.2000",\N,\N,"4.6000","TRUE"
"48746","RG1","1992-01-27","10:05:00","4.4600",\N,"9.8000",\N,\N,\N,\N,\N,\N,"3.3000",\N,\N,"RG1_19920127_1005","1991","1/27/92 10:05","0.0100","0.0100","0.0200","0.0900",\N,\N,\N,"0.0100","0.0300","0.8000","0.6100","0.1600","0.0060","0.0000",\N,\N,"0.0500",\N,\N,\N,"42.9000","-31.0000","14.9000","32.2000",\N,\N,"11.9000",\N
"50311","RG11","1992-01-27","09:50:00","4.6400",\N,"9.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920127_0950","1991","1/27/92 9:50","0.0300","0.0100","0.0100","0.0900",\N,\N,\N,"0.0100","0.0200","0.9000","0.6700","0.1700","0.0060",\N,\N,\N,"0.0500",\N,\N,\N,"31.4000","-34.3000","11.1000","-8.8000",\N,\N,"-2.9000",\N
"52662","RG22","1992-01-27","08:30:00","4.8100",\N,"8.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19920127_0830","1991","1/27/92 8:30","0.0200","0.0100","0.0050","0.1100",\N,\N,\N,\N,"0.0400","0.9000","0.6100","0.1800","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"24.4000","-33.6000","8.5000","-31.7000",\N,\N,"-9.2000",\N
"48747","RG1","1992-02-10","09:30:00","4.2500",\N,"24.0000",\N,\N,\N,\N,\N,\N,"14.1000",\N,\N,"RG1_19920210_0930","1991","2/10/92 9:30","0.0300","0.0200","0.0100","0.1700",\N,\N,\N,"0.0100","0.1100","0.8000","3.6200","0.2900","0.0005","0.0000",\N,\N,"0.0500",\N,\N,\N,"74.0000","-83.1000","26.8000","-11.6000",\N,\N,"-9.1000",\N
"35446","S","1992-02-10",\N,"4.2700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920210_NA","1991",\N,"0.0350","0.0200","0.0100","0.1700",\N,\N,\N,"0.0100","0.1050","0.7500","3.4850","0.2900","0.0023",\N,\N,\N,"0.0500",\N,\N,\N,"71.4000","-79.9000",\N,"-11.2000",\N,\N,"-8.5000","TRUE"
"50312","RG11","1992-02-10","09:25:00","4.2900",\N,"22.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920210_0925","1991","2/10/92 9:25","0.0400","0.0200","0.0100","0.1700",\N,\N,\N,"0.0100","0.1000","0.7000","3.3500","0.2900","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"69.0000","-76.7000","24.6000","-10.6000",\N,\N,"-7.7000",\N
"52663","RG22","1992-02-10","08:00:00","4.3000",\N,"22.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19920210_0800","1991","2/10/92 8:00","0.0400","0.0100","0.0100","0.3000",\N,\N,\N,\N,"0.1200","0.8000","3.6800","0.4600","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"72.9000","-88.9000","25.4000","-19.8000",\N,\N,"-16.0000",\N
"48748","RG1","1992-02-17","09:30:00","4.3900",\N,"18.1000",\N,\N,\N,\N,\N,\N,"38.9000",\N,\N,"RG1_19920217_0930","1991","2/17/92 9:30","0.0100","0.0100","0.0100","0.0700",\N,\N,\N,"0.0100","0.1100","1.0000","2.0000","0.1600","0.0040","0.0000",\N,\N,"0.0500",\N,\N,\N,"52.3000","-57.5000","19.2000","-9.5000",\N,\N,"-5.2000",\N
"35453","S","1992-02-17",\N,"4.3900",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920217_NA","1991",\N,"0.0150","0.0100","0.0100","0.0700",\N,\N,\N,"0.0100","0.0950","1.0000","1.9700","0.1550","0.0055",\N,\N,\N,"0.0500",\N,\N,\N,"51.7000","-56.9000",\N,"-9.6000",\N,\N,"-5.2000","TRUE"
"50313","RG11","1992-02-17","08:40:00","4.3900",\N,"17.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920217_0840","1991","2/17/92 8:40","0.0200","0.0100","0.0100","0.0700",\N,\N,\N,"0.0100","0.0800","1.0000","1.9400","0.1500","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,"51.1000","-56.3000","19.1000","-9.7000",\N,\N,"-5.2000",\N
"52664","RG22","1992-02-17","08:10:00","4.5100",\N,"17.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19920217_0810","1991","2/17/92 8:10","0.0100","0.0100","0.0100","0.1200",\N,\N,\N,\N,"0.1800","1.0000","2.0500","0.1800","0.0050",\N,\N,\N,"0.1000",\N,\N,\N,"47.7000","-58.9000","16.3000","-21.0000",\N,\N,"-11.2000",\N
"48749","RG1","1992-02-24","09:15:00","4.3000",\N,"22.3000",\N,\N,\N,\N,\N,\N,"14.2000",\N,\N,"RG1_19920224_0915","1991","2/24/92 9:15","0.0300","0.0200","0.0100","0.1100",\N,\N,\N,"0.0100","0.1600","1.6000","2.0000","0.2100","0.0060","0.0000",\N,\N,"0.0500",\N,\N,\N,"68.0000","-71.4000","24.0000","-4.9000",\N,\N,"-3.4000",\N
"35460","S","1992-02-24",\N,"4.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920224_NA","1991",\N,"0.0300","0.0200","0.0100","0.1100",\N,\N,\N,"0.0100","0.1900","1.6500","2.0350","0.2050","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"69.7000","-72.9000",\N,"-4.5000",\N,\N,"-3.2000","TRUE"
"50314","RG11","1992-02-24","09:40:00","4.3000",\N,"23.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920224_0940","1991","2/24/92 9:40","0.0300","0.0200","0.0100","0.1100",\N,\N,\N,"0.0100","0.2200","1.7000","2.0700","0.2000","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"71.3000","-74.3000","24.5000","-4.1000",\N,\N,"-3.0000",\N
"52665","RG22","1992-02-24","08:30:00","4.3100",\N,"23.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19920224_0830","1991","2/24/92 8:30","0.0300","0.0200","0.0100","0.1600",\N,\N,\N,\N,"0.2300","1.8000","2.2500","0.3100","0.0080",\N,\N,\N,"0.0500",\N,\N,\N,"72.1000","-82.4000","24.9000","-13.3000",\N,\N,"-10.3000",\N
"48750","RG1","1992-03-02","09:40:00","4.1800",\N,"31.8000",\N,\N,\N,\N,\N,\N,"25.9000",\N,\N,"RG1_19920302_0940","1991","3/2/92 9:40","0.0300","0.0200","0.0300","0.1500",\N,\N,\N,"0.0100","0.5300","2.3000","3.1400","0.4000","0.0260","0.0000",\N,\N,"0.0500",\N,\N,\N,"106.7000","-109.7000","34.1000","-2.8000",\N,\N,"-3.0000",\N
"35467","S","1992-03-02",\N,"4.1800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920302_NA","1991",\N,"0.0350","0.0200","0.0200","0.1450",\N,\N,\N,"0.0100","0.5300","2.3000","3.0700","0.3650","0.0250",\N,\N,\N,"0.0500",\N,\N,\N,"106.5000","-107.6000",\N,"-1.0000",\N,\N,"-1.1000","TRUE"
"50315","RG11","1992-03-02","10:10:00","4.1900",\N,"30.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920302_1010","1991","3/2/92 10:10","0.0400","0.0200","0.0100","0.1400",\N,\N,\N,"0.0100","0.5300","2.3000","3.0000","0.3300","0.0240",\N,\N,\N,"0.0500",\N,\N,\N,"104.8000","-105.4000","33.2000","-0.6000",\N,\N,"-0.6000",\N
"52666","RG22","1992-03-02","08:30:00","4.1400",\N,"34.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19920302_0830","1991","3/2/92 8:30","0.0500","0.0200","0.0200","0.2100",\N,\N,\N,\N,"0.6400","2.9000","3.4300","0.4000","0.0160",\N,\N,\N,"0.0500",\N,\N,\N,"121.7000","-126.8000","38.3000","-4.1000",\N,\N,"-5.1000",\N
"48751","RG1","1992-03-09","09:35:00","3.9900",\N,"44.0000",\N,\N,\N,\N,\N,\N,"12.7000",\N,\N,"RG1_19920309_0935","1991","3/9/92 9:35","0.0800","0.0400","0.0200","0.3300",\N,\N,\N,"0.0100","0.3500","4.0000","2.5500","0.6000","0.0140","0.0000",\N,\N,"0.0500",\N,\N,\N,"144.7000","-141.2000","49.2000","2.4000",\N,\N,"3.5000",\N
"50316","RG11","1992-03-09","10:20:00","3.9900",\N,"44.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920309_1020","1991","3/9/92 10:20","0.0800","0.0400","0.0300","0.3500",\N,\N,\N,"0.0100","0.3900","4.1000","2.6800","0.6000","0.0120",\N,\N,\N,"0.0500",\N,\N,\N,"148.1000","-145.3000","49.8000","1.9000",\N,\N,"2.8000",\N
"35474","S","1992-03-09",\N,"3.9900",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920309_NA","1991",\N,"0.0800","0.0400","0.0250","0.3400",\N,\N,\N,"0.0100","0.3700","4.0500","2.6150","0.6000","0.0130",\N,\N,\N,"0.0500",\N,\N,\N,"146.4000","-143.3000",\N,"2.1000",\N,\N,"3.1000","TRUE"
"52667","RG22","1992-03-09","08:00:00","3.9900",\N,"46.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19920309_0800","1991","3/9/92 8:00","0.0800","0.0500","0.0200","0.4000",\N,\N,\N,\N,"0.3900","4.2000","3.0000","0.7000","0.0090",\N,\N,\N,"0.0500",\N,\N,\N,"150.0000","-155.4000","50.7000","-3.5000",\N,\N,"-5.4000",\N
"48752","RG1","1992-03-16","09:10:00","4.1700",\N,"29.2000",\N,\N,\N,\N,\N,\N,"48.6000",\N,\N,"RG1_19920316_0910","1991","3/16/92 9:10","0.0500","0.0300","0.0200","0.1400",\N,\N,\N,"0.0100","0.1900","2.6000","1.6200","0.2700","0.0070","0.0000",\N,\N,"0.0500",\N,\N,\N,"90.6000","-87.8000","31.8000","3.1000",\N,\N,"2.8000",\N
"50317","RG11","1992-03-16","09:40:00","4.2000",\N,"27.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920316_0940","1991","3/16/92 9:40","0.0500","0.0300","0.0100","0.1200",\N,\N,\N,"0.0100","0.1700","2.4000","1.4800","0.2200","0.0080",\N,\N,\N,"0.0500",\N,\N,\N,"83.8000","-80.0000","29.5000","4.6000",\N,\N,"3.8000",\N
"35483","S","1992-03-16",\N,"4.1800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920316_NA","1991",\N,"0.0500","0.0300","0.0150","0.1300",\N,\N,\N,"0.0100","0.1800","2.5000","1.5500","0.2450","0.0075",\N,\N,\N,"0.0500",\N,\N,\N,"87.9000","-83.9000",\N,"4.7000",\N,\N,"4.0000","TRUE"
"52668","RG22","1992-03-16","08:30:00","4.1100",\N,"34.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19920316_0830","1991","3/16/92 8:30","0.0600","0.0400","0.0100","0.1800",\N,\N,\N,\N,"0.2200","3.2000","2.0300","0.3300","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,"104.2000","-108.5000","37.2000","-4.0000",\N,\N,"-4.3000",\N
"48753","RG1","1992-03-23","09:10:00","4.0500",\N,"62.0000",\N,\N,\N,\N,\N,\N,"3.9000","955",\N,"RG1_19920323_0910","1991","3/23/92 9:10",\N,\N,\N,\N,\N,\N,\N,"0.0100",\N,\N,\N,\N,\N,"0.0000",\N,\N,\N,\N,\N,\N,\N,"-195.3000",\N,\N,\N,\N,\N,\N
"50318","RG11","1992-03-23","09:40:00","4.0400",\N,"45.4000",\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG11_19920323_0940","1991","3/23/92 9:40",\N,\N,\N,\N,\N,\N,\N,"0.0100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"-195.3000",\N,\N,\N,\N,\N,\N
"35490","S","1992-03-23",\N,"4.0400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"6","S_19920323_NA","1991",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TRUE"
"52669","RG22","1992-03-24","08:00:00","4.1800",\N,"42.2000",\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG22_19920324_0800","1991","3/24/92 8:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"48754","RG1","1992-03-30","09:40:00","4.3900",\N,"18.2000",\N,\N,\N,\N,\N,\N,"48.6000",\N,\N,"RG1_19920330_0940","1991","3/30/92 9:40","0.0800","0.0800","0.0300","0.4800",\N,\N,\N,"0.0100","0.1400","1.7000","1.4800","0.7300","0.0070","0.0000",\N,\N,"0.0500",\N,\N,\N,"81.6000","-79.8000","22.6000","2.2000",\N,\N,"1.8000",\N
"50319","RG11","1992-03-30","10:05:00","4.3600",\N,"20.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920330_1005","1991","3/30/92 10:05","0.0800","0.0800","0.0300","0.5000",\N,\N,\N,"0.0100","0.1300","1.8000","1.4800","0.7600","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,"84.8000","-82.7000","23.8000","2.5000",\N,\N,"2.1000",\N
"35497","S","1992-03-30",\N,"4.3700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920330_NA","1991",\N,"0.0800","0.0800","0.0300","0.4900",\N,\N,\N,"0.0100","0.1350","1.7500","1.4800","0.7450","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,"83.6000","-81.2000",\N,"2.9000",\N,\N,"2.4000","TRUE"
"52670","RG22","1992-03-30","08:00:00","4.6900",\N,"15.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19920330_0800","1991","3/30/92 8:00","0.0700","0.0700","0.0200","0.4000",\N,\N,\N,\N,"0.1000","1.3000","1.1700","0.6400","0.0090",\N,\N,\N,"0.0500",\N,\N,\N,"53.1000","-63.9000","13.8000","-18.5000",\N,\N,"-10.8000",\N
"48755","RG1","1992-04-06","12:20:00","3.3600",\N,\N,\N,\N,\N,\N,\N,\N,"2.3000","955",\N,"RG1_19920406_1220","1991","4/6/92 12:20",\N,\N,\N,\N,\N,\N,\N,"0.0100",\N,\N,\N,\N,\N,"0.0000",\N,\N,\N,\N,\N,\N,\N,"-195.3000",\N,\N,\N,\N,\N,\N
"50320","RG11","1992-04-06","08:05:00","3.1700",\N,\N,\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG11_19920406_0805","1991","4/6/92 8:05",\N,\N,\N,\N,\N,\N,\N,"0.0100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"-195.3000",\N,\N,\N,\N,\N,\N
"35504","S","1992-04-06",\N,"3.2500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"6","S_19920406_NA","1991",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TRUE"
"48756","RG1","1992-04-13","08:25:00","4.2000",\N,"30.9000",\N,\N,\N,\N,\N,\N,"25.0000",\N,\N,"RG1_19920413_0825","1991","4/13/92 8:25","0.3300","0.1000","0.0500","0.0400",\N,\N,\N,"0.0100","0.5900","3.7000","2.4800","0.1300","0.0200","0.0000",\N,\N,"0.1000",\N,\N,\N,"124.4000","-120.6000","35.3000","3.1000",\N,\N,"3.8000",\N
"50321","RG11","1992-04-13","08:15:00","4.1200",\N,"34.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920413_0815","1991","4/13/92 8:15","0.1400","0.0200","0.0200","0.0300",\N,\N,\N,"0.0100","0.5600","3.6000","2.2400","0.0900","0.0170",\N,\N,\N,"0.1000",\N,\N,\N,"118.2000","-113.5000","38.2000","4.1000",\N,\N,"4.7000",\N
"35511","S","1992-04-13",\N,"4.1600",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920413_NA","1991",\N,"0.2350","0.0600","0.0350","0.0350",\N,\N,\N,"0.0100","0.5750","3.6500","2.3600","0.1100","0.0185",\N,\N,\N,"0.1000",\N,\N,\N,"121.0000","-117.0000",\N,"3.4000",\N,\N,"4.0000","TRUE"
"52671","RG22","1992-04-13","07:15:00","4.1700",\N,"35.4000",\N,\N,\N,\N,\N,\N,\N,"970",\N,"RG22_19920413_0715","1991","4/13/92 7:15","0.1500","0.0300","0.0900","0.0700",\N,\N,\N,\N,"1.5000","4.2000","2.5900","0.1900","0.5000",\N,\N,\N,"0.1000",\N,\N,\N,"166.0000","-134.4000","41.0000","21.0000",\N,\N,"31.6000",\N
"48757","RG1","1992-04-20","08:30:00","4.6000",\N,"11.7000",\N,\N,\N,\N,\N,\N,"34.1000",\N,\N,"RG1_19920420_0830","1991","4/20/92 8:30","0.0200","0.0100","0.0100","0.0200",\N,\N,\N,"0.0100","0.0700","0.9000","1.0400","0.0400","0.0090","0.0000",\N,\N,"0.0500",\N,\N,\N,"32.8000","-36.6000","12.0000","-11.0000",\N,\N,"-3.8000",\N
"50322","RG11","1992-04-20","08:15:00","4.6000",\N,"11.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920420_0815","1991","4/20/92 8:15","0.0600","0.0100","0.0200","0.0200",\N,\N,\N,"0.0100","0.1000","1.0000","1.0500","0.0700","0.0080",\N,\N,\N,"0.0500",\N,\N,\N,"36.7000","-39.7000","12.5000","-7.9000",\N,\N,"-3.0000",\N
"35518","S","1992-04-20",\N,"4.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920420_NA","1991",\N,"0.0400","0.0100","0.0150","0.0200",\N,\N,\N,"0.0100","0.0850","0.9500","1.0450","0.0550","0.0085",\N,\N,\N,"0.0500",\N,\N,\N,"34.8000","-38.1000",\N,"-9.1000",\N,\N,"-3.3000","TRUE"
"52672","RG22","1992-04-20","07:30:00","4.6900",\N,"9.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19920420_0730","1991","4/20/92 7:30","0.0100","0.0100","0.0100","0.0100",\N,\N,\N,\N,"0.0400","0.5000","1.1200","0.0300","0.0090",\N,\N,\N,"0.0500",\N,\N,\N,"24.6000","-29.3000","9.6000","-17.4000",\N,\N,"-4.7000",\N
"48758","RG1","1992-04-28","09:25:00","4.0200",\N,"44.0000",\N,\N,\N,\N,\N,\N,"32.0000",\N,\N,"RG1_19920428_0925","1991","4/28/92 9:25","0.1500","0.0400","0.0400","0.2000",\N,\N,\N,"0.0100","0.5300","4.3000","2.9300","0.6000","0.0230","0.0000",\N,\N,"0.0500",\N,\N,\N,"146.2000","-153.5000","48.5000","-4.9000",\N,\N,"-7.3000",\N
"50323","RG11","1992-04-28","09:05:00","4.0100",\N,"43.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920428_0905","1991","4/28/92 9:05","0.1700","0.0500","0.0500","0.1900",\N,\N,\N,"0.0100","0.5300","4.4000","2.7700","0.6500","0.0210",\N,\N,\N,"0.0500",\N,\N,\N,"150.1000","-154.4000","49.5000","-2.8000",\N,\N,"-4.3000",\N
"52673","RG22","1992-04-28","07:30:00","4.0100",\N,"46.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19920428_0730","1991","4/28/92 7:30","0.0700","0.0500","0.0800","0.2900",\N,\N,\N,\N,"0.4200","4.8000","3.3600","0.5500","0.0270",\N,\N,\N,"0.0500",\N,\N,\N,"143.3000","-169.4000","50.1000","-16.7000",\N,\N,"-26.1000",\N
"35527","S","1992-04-28",\N,"4.0100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920428_NA","1991",\N,"0.1600","0.0450","0.0450","0.1950",\N,\N,\N,"0.0100","0.5300","4.3500","2.8500","0.6250","0.0220",\N,\N,\N,"0.0500",\N,\N,\N,"149.3000","-154.0000",\N,"-3.1000",\N,\N,"-4.7000","TRUE"
"48759","RG1","1992-05-04","15:20:00","4.3000",\N,"25.3000",\N,\N,\N,\N,\N,\N,"19.0000",\N,\N,"RG1_19920504_1520","1991","5/4/92 15:20","0.2500","0.0500","0.0700","0.0500",\N,\N,\N,"0.0100","0.5700","2.7000","2.2200","0.1400","0.0180","0.0000",\N,\N,"0.0500",\N,\N,\N,"103.1000","-95.9000","28.4000","7.2000",\N,\N,"7.2000",\N
"50324","RG11","1992-05-04","15:10:00","4.3700",\N,"24.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920504_1510","1991","5/4/92 15:10","0.3300","0.0800","0.1400","0.1500",\N,\N,\N,"0.0100","0.7800","2.9000","2.1900","0.2500","0.0800",\N,\N,\N,"0.0500",\N,\N,\N,"119.9000","-102.6000","27.9000","15.6000",\N,\N,"17.3000",\N
"52674","RG22","1992-05-04","07:30:00","4.7200",\N,"18.9000",\N,\N,\N,\N,\N,\N,\N,"970",\N,"RG22_19920504_0730","1991","5/4/92 7:30","0.2400","0.0500","0.7500","0.1300",\N,\N,\N,\N,"2.4500","3.0000","2.2200","0.3200","0.9000",\N,\N,\N,"0.0500",\N,\N,\N,"195.7000","-107.2000","27.5000","58.4000",\N,\N,"88.5000",\N
"35534","S","1992-05-04",\N,"4.3300",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920504_NA","1991",\N,"0.2900","0.0650","0.1050","0.1000",\N,\N,\N,"0.0100","0.6750","2.8000","2.2050","0.1950","0.0490",\N,\N,\N,"0.0500",\N,\N,\N,"111.9000","-99.2000",\N,"12.0000",\N,\N,"12.7000","TRUE"
"50325","RG11","1992-05-11","08:15:00","4.8400",\N,"7.9000",\N,\N,\N,\N,\N,\N,\N,"970",\N,"RG11_19920511_0815","1991","5/11/92 8:15","0.0900","0.0500","0.2400","0.1100",\N,\N,\N,"0.0100","0.7500","1.1000","0.7400","0.2300","2.1000",\N,\N,\N,"0.0500",\N,\N,\N,"76.4000","-41.3000","12.5000","59.6000",\N,\N,"35.1000",\N
"52675","RG22","1992-05-11","07:45:00","4.8200",\N,\N,\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG22_19920511_0745","1991","5/11/92 7:45",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"35541","S","1992-05-11",\N,"4.8400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","S_19920511_NA","1991",\N,"0.0900","0.0500","0.2400","0.1100",\N,\N,\N,"0.0100","0.7500","1.1000","0.7400","0.2300","2.1000",\N,\N,\N,"0.0500",\N,\N,\N,"76.4000","-41.3000",\N,"59.6000",\N,\N,"35.1000","FALSE"
"48760","RG1","1992-05-19","08:50:00","4.2800",\N,"29.5000",\N,\N,\N,\N,\N,\N,"5.1000","955",\N,"RG1_19920519_0850","1991","5/19/92 8:50","0.2800","0.1500","0.5600","0.2700",\N,\N,\N,"0.0100","0.0400","3.1000","2.8600","0.5500","0.1900","0.0000",\N,\N,"0.0500",\N,\N,\N,"107.9000","-126.0000","31.3000","-15.5000",\N,\N,"-18.1000",\N
"50326","RG11","1992-05-19","08:30:00","4.4000",\N,"24.6000",\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG11_19920519_0830","1991","5/19/92 8:30","0.2200","0.0900","0.5300","0.2700",\N,\N,\N,"0.0100","0.6000","2.7000","2.6300","0.6300","0.1400",\N,\N,\N,"0.0500",\N,\N,\N,"117.6000","-116.3000","27.9000","1.1000",\N,\N,"1.3000",\N
