ws,yr,mo,dy,Ca,Mg,K,Na,NH4,pH,SO4,NO3,Cl,PO4,SiO2
70,1974,8,19,2.12,0.46,0.44,1.19,0.05,6.45,6,0.02,0.78,0.004,-3
70,1974,8,26,2.1,0.46,0.5,1.22,0.05,6.5,5.7,0.01,0.78,0.002,1.9
70,1974,9,2,2.18,0.48,0.41,1.08,0.04,6.5,6,0.01,0.82,0.004,2
70,1974,9,7,2.23,0.47,0.43,1.08,0.04,6.59,6.6,0.01,0.84,0.002,1.9
70,1974,9,17,2.23,0.5,0.44,1.15,0.05,6.59,5.8,0.02,0.81,0.002,1.8
70,1974,9,24,2.26,0.51,0.49,1.18,0.03,6.52,6.6,0.02,0.79,0.003,1.8
70,1974,10,1,2.32,0.5,0.49,1.07,0.07,6.57,5.2,0.01,0.81,0.004,1.8
70,1974,10,8,2.36,0.51,0.51,1.22,0.06,6.46,5.4,0.01,0.91,0.003,1.8
70,1974,10,16,2.35,0.52,0.52,1.25,0.07,6.41,5.6,0.02,0.91,0.004,1.8
70,1974,10,23,2.31,0.52,0.53,1.25,0.02,6.49,6.2,0.02,0.87,0.004,2
70,1974,10,30,2.31,0.51,0.49,1.23,0.05,6.6,6.3,0.01,0.9,0.005,2
70,1974,11,4,2.35,0.51,0.49,1.23,0.02,6.58,5.5,0.01,0.87,0.002,1.8
70,1974,11,12,2.38,0.51,0.49,1.27,0.02,6.59,5.6,0.02,0.89,0.003,1.5
70,1974,11,18,2.36,0.5,0.49,1.26,0.03,6.61,5.5,0.02,0.9,0.004,2
70,1974,11,26,2.35,0.51,0.5,1.25,0.03,6.53,5.6,0.03,0.84,0.003,2.4
70,1974,12,4,2.25,0.49,0.47,1.22,0.03,6.47,6.1,0.03,0.82,0.003,2
70,1974,12,9,2.18,0.48,0.45,1.2,0.03,6.44,5.7,0.1,0.88,0.007,2.2
70,1974,12,17,2.47,0.54,0.54,1.31,0.02,6.51,5.8,0.01,0.92,0.004,2.4
70,1974,12,20,2.52,0.53,0.54,1.21,0.03,6.53,5.5,0.07,0.96,0.005,2.5
70,1975,1,7,2.55,0.53,0.52,1.19,0.03,6.35,5.8,0.08,0.93,0.005,2.5
70,1975,1,14,2.53,0.52,0.55,1.31,0.03,6.3,5.4,0.13,0.96,0.003,2.5
70,1975,1,21,2.59,0.55,0.56,1.38,0.03,6.39,5.8,0.02,0.96,0.002,2.7
70,1975,1,28,2.68,0.57,0.58,1.47,0.05,6.42,6.5,0.22,1.04,0.003,3.1
70,1975,2,4,2.59,0.55,0.54,1.39,0.04,6.31,6.3,0.2,1,0.003,2.5
70,1975,2,11,2.73,0.55,0.54,1.36,0.06,6.31,6.6,0.25,0.99,0.004,3.2
70,1975,2,18,2.67,0.54,0.54,1.73,0.05,6.2,5.9,0.26,0.94,0.004,2.8
70,1975,2,24,2.75,0.58,0.53,1.39,0.05,6.35,6.1,0.32,1,0.003,3
70,1975,3,4,2.67,0.56,0.55,1.42,0.03,6.31,6,0.37,1.02,0.002,3
70,1975,3,12,2.7,0.56,0.53,1.47,0.05,6.25,6.3,0.47,1.06,0.001,3
70,1975,3,17,2.66,0.55,0.53,1.41,0.02,6.22,6.1,0.2,0.99,0.004,3
70,1975,3,25,2.37,0.5,0.45,1.2,0.04,5.85,6.5,0.99,0.99,0.003,3.6
70,1975,3,31,2.24,0.48,0.23,1.15,0.02,6,6,0.55,0.96,0.002,2.9
70,1975,4,9,2.28,0.49,0.48,1.18,0.02,6.21,5.7,0.33,0.86,0.003,2.8
70,1975,4,16,2.15,0.45,0.43,1.09,0.03,6.09,5.2,0.45,0.86,0.003,2.7
70,1975,4,18,2.11,0.44,0.43,1.14,0.02,6.05,5.4,0.15,0.84,0.003,2.4
70,1975,4,23,2.01,0.42,0.42,1.08,0.02,6.11,5.1,0.01,0.93,0.005,2.4
70,1975,4,29,2.18,0.48,0.42,1.18,0.02,6.3,5.6,0.13,0.89,0.004,2.7
70,1975,5,6,2.4,0.51,0.47,1.19,0.02,6.24,5.7,0.01,0.93,0.002,3
70,1975,5,12,2.31,0.5,0.48,1.18,0.03,6.29,5.7,0.03,0.98,0.004,3
70,1975,5,21,2.34,0.5,0.46,1.19,0.03,6.6,5.3,0.01,0.97,0.003,2.9
70,1975,5,28,2.42,0.52,0.52,1.19,0.05,6.39,5.5,0.01,1.04,0.006,2.6
70,1975,6,2,2.62,0.48,0.46,1.23,0.19,6.3,5.2,0.05,0.97,0.032,2.5
70,1975,6,9,2.39,0.5,0.4,1.22,0.03,6.54,8,0.04,0.95,0.007,2.6
70,1975,6,16,2.27,0.51,0.46,1.24,0.01,6.51,5.8,0.01,0.92,0.007,2.4
70,1975,6,23,2.34,0.5,0.47,1.26,0.07,6.5,6,0.01,0.93,0.005,2.1
70,1975,6,30,2.31,0.5,0.48,1.24,0.03,6.56,6.2,0.02,0.93,0.005,1.9
70,1975,7,8,2.37,0.5,0.45,1.2,0.03,6.51,5.5,0.01,0.95,0.007,1.9
70,1975,7,14,2.22,0.5,0.41,1.2,0.02,6.5,6,0.01,0.9,0.008,1.9
70,1975,7,21,2.3,0.47,0.46,1.21,0.04,6.48,5.8,0.01,0.97,0.005,1.9
70,1975,7,29,2.02,0.45,0.41,1.18,0.01,6.39,6.1,0.02,0.84,0.003,1.9
70,1975,8,4,2.45,0.5,0.51,1.22,0.01,6.34,5.6,0.02,0.84,0.004,1.9
70,1975,8,12,2.37,0.49,0.49,1.27,0.03,6.59,5.5,0.01,0.83,0.003,1.9
70,1975,8,19,2.44,0.5,0.46,1.24,0.01,6.63,5.6,0.01,0.89,0.003,1.9
70,1975,8,25,2.44,0.51,0.48,1.13,0.02,6.5,4.9,0.01,0.84,0.004,1.8
70,1975,9,2,2.52,0.5,0.4,1.25,0.03,6.43,5.8,0.03,0.92,0.006,1.5
70,1975,9,9,2.55,0.5,0.38,1.25,0.02,6.31,5.7,0.05,0.83,0.005,1.5
70,1975,9,16,2.68,0.51,0.49,1.24,0.01,6.21,5.7,0.01,0.8,0.003,1.4
70,1975,9,21,2.45,0.51,0.39,1.09,0.05,6.43,5.3,0.02,0.95,0.003,1.5
70,1975,10,1,2.5,0.51,0.49,1.25,0.01,6.43,5.6,0.01,0.84,0.004,1.4
70,1975,10,6,2.55,0.53,0.49,1.26,0.02,6.44,5.7,0.02,0.86,0.003,1.4
70,1975,10,14,2.46,0.52,0.52,1.21,0.02,6.31,5.1,0.01,0.8,0.007,2.1
70,1975,10,22,2.42,0.52,0.37,1.21,0.02,6.09,5.5,0.02,1.02,0.004,1.7
70,1975,10,29,2.47,0.52,0.5,1.23,0.02,6.14,4.8,0.02,1.06,0.005,1.8
70,1975,11,4,2.31,0.49,0.5,1.24,0.02,6.53,5.7,0.02,1.04,0.007,1.6
70,1975,11,10,2.37,0.5,0.53,1.3,0.03,6.55,5.4,0.03,1.06,0.004,1.8
70,1975,11,18,2.42,0.5,0.46,1.3,0.03,6.59,5.3,0.03,1.08,0.005,2
70,1975,11,24,2.37,0.48,0.55,1.3,0.02,6.55,5,0.01,1.03,0.005,1.9
70,1975,12,1,2.36,0.5,0.49,1.29,0.03,6.56,5.1,0.02,1.12,0.005,1.9
70,1975,12,9,2.63,0.53,0.51,1.32,0.03,6.62,5.8,0.08,1.1,0.004,2.3
70,1975,12,16,2.59,0.53,0.48,1.3,0.02,6.46,5.4,0.02,1.1,0.004,2.1
70,1975,12,21,2.8,0.6,0.55,1.42,0.03,6.53,5.9,0.03,1.19,0.006,2.2
70,1975,12,30,2.86,0.6,0.59,1.48,0.04,6.48,5.6,0.09,1.24,0.005,2.5
70,1976,1,2,2.66,0.55,0.54,1.38,0.04,6.32,5.6,0.03,1.15,0.004,2.4
70,1976,1,14,2.6,0.53,0.54,1.39,0.04,6.37,6.2,0.12,1.02,0.013,2.4
70,1976,1,21,2.56,0.53,0.54,1.39,0.04,6.37,6.2,0.12,1.02,0.013,2.7
70,1976,1,27,2.47,0.51,0.52,1.34,0.05,6.14,6.9,0.32,1.12,0.004,2.6
70,1976,2,5,2.49,0.55,0.49,1.4,0.04,6.26,6.5,0.4,1.22,0.003,3.2
70,1976,2,11,2.66,0.58,0.53,1.52,0.04,6.13,6.7,0.49,1.4,0.004,3.8
70,1976,2,18,2.62,0.54,0.44,1.37,0.04,6.1,7.3,0.52,1.33,0.003,4
70,1976,2,24,2.7,0.57,0.47,1.47,0.04,6.09,6.7,0.65,1.28,0.004,4.1
70,1976,3,3,2.62,0.56,0.47,1.46,0.03,6.01,7.9,0.02,1.28,0.003,4.1
70,1976,3,9,2.62,0.55,0.44,1.36,0.04,5.9,7.7,0.57,1.24,0.002,4.3
70,1976,3,16,2.44,0.5,0.4,1.24,0.03,6.01,6.8,0.52,1.22,0.001,4.6
70,1976,3,23,2.5,0.51,0.35,1.13,0.04,5.79,7.3,0.16,0.98,0.003,4.8
70,1976,3,30,1.7,0.36,0.29,0.95,0.02,5.43,5.7,0.08,0.98,0.002,3.7
70,1976,4,6,1.42,0.3,0.27,0.89,0.02,5.59,5.3,0.4,1.01,0.003,2.8
70,1976,4,14,2.12,0.43,0.42,1.17,0.02,6.09,5.3,0.26,1.08,0.003,2.9
70,1976,4,20,2.1,0.43,0.44,1.18,0.02,6.17,5.9,0.01,1.04,0.003,2.8
70,1976,4,27,2.12,0.44,0.48,1.19,0.02,6.4,6.2,0.04,1.06,0.003,3
70,1976,5,4,2.08,0.45,0.48,1.24,0.02,6.4,5.4,0.01,1.06,0.002,2.8
70,1976,5,11,2.18,0.45,0.46,1.18,0.02,6.49,6.2,0.01,1.09,0.003,2.9
70,1976,5,19,2.08,0.44,0.43,1.13,0.02,6.43,5.2,0.02,1.09,0.004,2.9
70,1976,5,23,2.14,0.44,0.41,1.15,0.02,6.31,4.6,0.02,1.13,0.003,2.8
70,1978,8,1,2.27,0.49,0.48,1.59,0.02,-3,5.5,0.01,1.77,0.005,-3
70,1979,4,5,1.53,0.31,0.21,0.9,0.04,5.6,4.6,0.6,0.5,0.005,2.6
70,1979,5,8,2.19,0.45,0.42,1.57,0.01,-3,5.2,0.05,1.69,0.01,3.1
70,1979,5,31,2.18,0.44,0.4,1.57,0.02,-3,5.1,0.01,1.68,0.008,2.5
70,1979,6,5,2.18,0.44,0.4,1.57,0.02,-3,5.1,0.01,1.68,0.008,2.5
70,1979,7,4,2.28,0.46,0.42,1.66,0.04,-3,5.1,0.01,1.85,0.054,2.3
70,1979,10,15,2.43,0.5,0.59,1.68,0.04,-3,5.8,0.08,2.13,0.003,1.4
70,1979,11,8,2.37,0.49,0.61,1.72,0.06,-3,5,0.04,2.04,0.003,1.3
70,1980,3,21,2.51,0.49,0.59,1.69,-3,-3,-3,-3,-3,-3,-3
70,1980,5,12,2.37,0.52,0.52,1.78,0.02,6.1,5.2,0.01,2,0.013,2.2
70,1980,5,19,2.27,0.46,0.45,1.54,0.02,6.35,5.1,0.01,1.94,0.01,2.2
70,1980,5,22,2.25,0.52,0.45,1.55,0.03,-3,4.8,0.01,1.88,0.004,2.6
70,1980,6,1,2.28,0.49,0.5,1.61,0.06,6.17,5.2,0.01,2.04,0.01,1.8
70,1980,6,9,2.49,0.5,0.48,1.55,0.03,6.18,4.8,0.01,2.14,0.008,2
70,1980,6,16,2.46,0.51,0.46,1.55,0.03,6.06,4.8,0.01,2.16,0.008,1.8
70,1980,6,23,2.37,0.52,0.56,1.59,0.02,6,5.2,0.01,2.31,0.002,1.7
70,1980,6,30,2.37,0.52,0.56,1.56,0.02,6.12,4.9,0.01,2.26,0.008,1.4
70,1980,7,7,2.32,0.51,0.54,1.56,0.03,5.98,5.1,0.01,2.07,0.006,1.5
70,1980,7,13,2.25,0.51,0.51,1.52,0.02,6.1,5,0.01,2.38,0.01,1.4
70,1980,7,21,2.44,0.5,0.51,1.59,0.03,5.9,4.8,0.01,1.95,0.01,1.4
70,1980,7,28,2.4,0.49,0.49,1.58,0.04,6.37,4.8,0.01,1.95,0.01,1.4
70,1980,8,25,-3,-3,-3,-3,0.02,6.34,4.9,0.01,1.08,0.01,1.1
70,1980,9,1,2.35,0.53,0.53,1.66,0.02,6.14,4.9,0.01,2.01,0.004,1
70,1980,9,8,2.37,0.54,0.51,1.64,0.03,6.21,4.9,0.01,2.01,0.003,1
70,1980,9,15,4.24,0.55,0.55,1.65,0.02,6.19,4.9,0.01,2.06,0.004,0.8
70,1980,9,22,2.5,-3,0.56,1.7,0.02,6.18,4.9,0.01,1.86,0.006,1
70,1980,9,29,2.49,-3,0.56,1.7,0.03,6.2,5,0.01,1.94,0.004,0.8
70,1980,10,6,2.45,0.53,0.53,1.66,0.03,6.1,4.7,0.01,2.09,0.006,0.8
70,1980,10,13,2.48,0.54,0.61,1.63,0.02,6.1,5.1,0.01,2.15,0.002,0.8
70,1980,10,20,2.32,0.56,0.66,1.64,0.02,5.95,5,0.01,2.16,0.005,0.8
70,1980,10,26,2.32,0.56,0.6,1.7,0.03,5.95,5.1,0.03,2.39,0.005,0.8
70,1980,11,4,2.41,0.52,0.57,1.84,0.03,6.22,5.2,0.01,2.25,0.007,0.9
70,1980,11,11,2.5,0.52,0.56,1.8,0.04,5.96,5.3,0.01,2.74,0.005,1
70,1980,11,17,2.41,0.51,0.52,1.75,0.02,5.78,5.4,0.01,2.74,0.001,1.2
70,1980,11,22,2.38,0.56,0.53,1.86,0.06,5.99,4.8,0.01,2.35,0.001,1.1
70,1980,12,2,2.42,0.54,0.5,1.76,0.06,6.1,5.3,0.01,2.05,0.002,1.2
70,1980,12,9,2.87,0.59,0.53,1.76,0.04,6.13,5.6,0.09,2.14,0.005,1.3
70,1980,12,16,2.79,0.54,0.6,1.94,0.05,5.98,5.5,0.01,2.25,0.005,1.3
70,1980,12,20,2.68,0.52,0.61,1.91,0.05,5.86,5.6,0.01,2.2,0.011,1
70,1980,12,30,2.61,0.55,0.63,1.96,0.03,6.11,5.5,0.01,2.33,0.008,1.3
70,1981,1,6,2.85,0.57,0.63,2.06,0.05,6.01,5.9,0.01,2.4,0.007,1.3
70,1981,1,13,3.32,0.62,0.7,2.03,0.06,5.79,6.1,0.06,2.53,0.007,1.4
70,1981,1,20,3.21,0.66,0.72,2.16,0.03,6.08,6,0.05,2.53,0.011,1.4
70,1981,1,27,3.24,0.68,0.64,2.04,0.03,5.9,5.9,0.05,2.43,0.012,1.5
70,1981,2,2,3.05,0.65,0.98,2.03,0.08,6.05,5.8,0.44,2.63,0.013,1.3
70,1981,2,10,2.87,0.63,0.61,2.08,0.06,6.2,6.2,0.15,2.45,0.008,1.5
70,1981,2,12,2.85,0.61,0.64,2.1,0.07,6,6.1,0.15,2.4,0.006,1.5
70,1981,2,16,2.81,0.6,0.72,2.19,0.05,5.95,6.3,0.38,3.3,0.018,1.9
70,1981,2,24,2.07,0.45,0.51,1.51,0.06,5.7,5,0.42,1.92,0.01,2.2
70,1981,2,25,2.29,0.51,0.51,1.61,0.06,6.12,5.5,0.3,2.01,0.01,2.3
70,1981,3,3,1.86,0.39,0.4,1.29,0.04,5.67,4.7,0.25,1.74,0.012,2.4
70,1981,3,10,1.76,0.38,0.35,1.18,0.02,5.69,4.5,0.22,1.48,0.011,2.3
70,1981,3,15,2.01,0.44,0.44,1.41,0.04,5.9,4.9,0.07,1.82,0.007,1.9
70,1981,3,24,2.38,0.51,0.49,1.62,0.04,6.06,5.4,0.04,1.95,0.006,1.6
70,1981,3,31,2.14,0.44,0.44,1.45,0.04,5.84,4.6,0.11,1.74,0.004,1.6
70,1981,4,7,2.46,0.53,0.53,1.73,0.04,6.07,5.2,0.05,2.08,0.008,2
70,1981,4,15,2.44,0.53,0.53,1.71,0.04,5.9,5.4,0.04,2.1,0.012,2.3
70,1981,4,20,2.45,0.52,0.5,1.77,0.05,5.99,5.4,0.04,2.07,0.011,2.4
70,1981,4,27,2.46,0.52,0.51,1.75,0.07,6.2,5.2,0.01,2.3,0.011,2.1
70,1981,5,3,2.47,0.53,0.52,1.76,0.04,6.11,5.2,0.01,2.27,0.005,2
70,1981,5,11,2.48,0.53,0.53,1.76,0.03,5.97,5.3,0.01,2.29,0.004,2
70,1981,5,17,2.36,0.51,0.5,1.74,0.03,6.1,5.3,0.01,1.93,0.006,2
70,1981,5,21,2.45,0.53,0.48,1.77,0.03,6.01,5.3,0.01,2.13,0.009,2
70,1981,6,1,2.44,0.51,0.49,1.74,0.05,6.04,5.3,0.01,2,0.008,1.9
70,1981,6,8,2.51,0.52,0.5,1.8,0.04,6.15,5.4,0.01,2.25,0.005,2
70,1981,6,16,2.44,0.52,0.49,1.78,0.01,5.99,5.3,0.01,2.27,0.007,1.8
70,1981,6,23,2.39,0.52,0.48,1.76,0.03,6.12,5.3,0.01,2.27,0.009,1.8
70,1981,6,29,2.38,0.52,0.48,1.77,0.02,5.99,5.5,0.01,2.29,0.014,1.8
70,1981,7,6,2.39,0.52,0.48,1.72,0.03,6.1,5.2,0.01,1.93,0.012,2
70,1981,7,13,2.34,0.49,0.48,1.71,0.05,6.22,5.3,0.01,2.17,0.014,2.1
70,1981,7,20,2.36,0.5,0.44,1.71,0.03,5.9,5.2,0.01,2.28,0.014,1.8
70,1981,7,27,2.3,0.5,0.46,1.73,0.02,5.99,5.1,0.01,2.25,0.044,1.7
70,1981,8,3,2.36,0.5,0.48,1.77,0.03,6.15,5.2,0.01,2.23,0.014,2
70,1981,8,10,2.25,0.49,0.47,1.75,0.04,6.11,5.3,0.01,2.14,0.012,1.9
70,1981,8,16,2.37,0.5,0.48,1.7,0.03,6.13,5.2,0.01,2.1,0.013,1.9
70,1981,8,24,2.36,0.5,0.47,1.73,0.02,6.1,5.3,0.01,2,0.008,1.9
70,1981,8,31,2.35,0.5,0.47,1.71,0.02,6.02,5.3,0.01,2.17,0.008,1.6
70,1981,9,8,2.36,0.5,0.48,1.74,0.04,6.06,5.3,0.01,2.3,0.011,1.7
70,1981,9,14,2.37,0.51,0.48,1.8,0.02,6.4,5.1,0.01,2.15,0.008,1.5
70,1981,9,20,2.35,0.51,0.49,1.75,0.03,6.39,5.2,0.01,2.36,0.008,1.5
70,1981,9,28,2.39,0.52,0.49,1.77,0.02,6.3,5,0.01,1.91,0.008,1.7
70,1981,10,5,2.49,0.54,0.51,1.8,0.02,6.41,5.3,0.01,2.25,0.011,1.7
70,1981,10,12,2.42,0.54,0.52,1.81,0.02,6.36,5.4,0.01,2.26,0.011,1.9
70,1981,10,18,2.51,0.55,0.53,1.82,0.03,6.2,5.4,0.01,2.23,0.006,1.9
70,1981,10,25,2.36,0.51,0.5,1.8,0.03,6.4,5.5,0.01,2.16,0.008,1.9
70,1981,11,2,2.33,0.51,0.5,1.78,0.04,6.3,5.3,0.01,2.32,0.015,2
70,1981,11,8,2.29,0.5,0.48,1.78,0.04,6.47,5.4,0.01,2.18,0.01,2.1
70,1981,11,16,2.44,0.51,0.48,1.78,0.04,6.38,5.4,0.01,2.27,0.014,2
70,1981,11,19,2.35,0.5,0.48,1.76,0.04,6.38,5.2,0.01,1.95,0.011,2.4
70,1981,11,30,2.34,0.5,0.48,1.79,0.05,6.44,5.5,0.03,2.23,0.005,2.3
70,1981,12,8,2.56,0.52,0.48,1.75,0.03,6.43,5.4,0.07,1.9,0.009,2.4
70,1981,12,15,2.47,0.53,0.5,1.84,0.03,6.38,5.7,0.07,2.24,0.009,2.7
70,1981,12,22,2.49,0.53,0.51,1.87,0.05,6.31,5.7,0.07,2.1,0.004,3.1
70,1981,12,29,2.45,0.53,0.49,1.84,0.04,6.3,5.6,0.08,2.03,0.006,2.5
70,1982,1,5,2.53,0.53,0.49,1.83,0.04,6.3,5.5,0.08,2.37,0.01,2.7
70,1982,1,12,2.57,0.54,0.5,1.86,0.04,6.3,5.6,0.12,2.5,0.013,2.9
70,1982,1,19,2.6,0.55,0.51,1.88,0.06,6.2,5.7,0.12,2.05,0.017,2.9
70,1982,1,26,2.62,0.55,0.52,1.95,0.05,6.31,5.8,0.12,2.38,0.013,2.9
70,1982,2,1,2.63,0.55,0.51,1.91,0.03,6.3,5.9,0.05,2.32,0.008,3.1
70,1982,2,9,2.61,0.56,0.51,1.86,0.04,6.27,6.1,0.12,2.22,0.004,3
70,1982,2,15,2.61,0.56,0.49,1.87,0.04,6.2,6,0.18,2.11,0.013,3.4
70,1982,2,23,2.57,0.54,0.49,1.83,0.05,6.1,6,0.18,2.02,0.008,3.6
70,1982,3,2,2.59,0.53,0.5,1.83,0.04,6.12,6,0.16,2.02,0.007,3.6
70,1982,3,9,2.59,0.55,0.51,1.9,0.06,6.1,5.9,0.14,2.31,0.011,3.6
70,1982,3,16,2.53,0.54,0.51,1.88,0.05,6.18,6,0.15,2.28,0.009,3.6
70,1982,3,23,2.65,0.56,0.53,1.97,0.06,6.04,6.2,0.3,2.33,0.013,4.1
70,1982,3,29,2.75,0.58,0.55,2.01,0.05,6.01,6.5,0.46,2.18,0.011,3.5
70,1982,4,4,2.42,0.52,0.47,1.77,0.06,5.9,6.2,0.61,1.88,0.007,4
70,1982,4,12,2.31,0.48,0.39,1.54,0.05,5.88,6.1,0.5,1.59,0.01,5
70,1982,4,18,2.06,0.44,0.35,1.36,0.04,5.85,5.9,0.5,1.24,0.007,4.7
70,1982,4,27,1.31,0.28,0.22,0.84,0.05,5.6,3.9,0.45,0.81,0.006,3
70,1982,5,3,2.3,0.49,0.44,1.7,0.06,6.12,5,0.24,1.93,0.006,3.7
70,1982,5,10,2.32,0.49,0.44,1.72,0.02,6.5,5.1,0.21,2.12,0.005,3.4
70,1982,5,17,2.33,0.49,0.48,1.74,0.04,6.53,5.2,0.1,2.12,0.005,3.3
70,1982,5,24,2.37,0.5,0.44,1.73,0.02,6.5,5.2,0.04,1.9,0.005,3
70,1982,6,1,2.32,0.48,0.45,1.75,0.04,6.44,5,0.01,2.03,0.011,2.9
70,1982,6,7,2.2,0.47,0.45,1.72,0.03,6.5,5,0.01,2,0.007,3
70,1982,6,12,2.23,0.48,0.46,1.75,0.04,6.4,5.1,0.01,1.96,0.009,3
70,1982,6,21,2.25,0.49,0.47,1.73,0.03,6.54,5.2,0.01,2,0.006,2.8
70,1982,6,28,2.3,0.47,0.45,1.8,0.03,6.59,5.1,0.01,2.13,0.006,2.7
70,1982,7,5,2.25,0.49,0.46,1.77,0.06,6.5,4.9,0.01,2.16,0.01,2.4
70,1982,7,13,2.31,0.5,0.46,1.79,0.03,6.59,5,0.01,2.18,0.01,2.5
70,1982,7,20,2.3,0.5,0.47,1.78,0.02,6.47,5,0.01,2.24,0.008,2.3
70,1982,7,26,2.27,0.5,0.48,1.81,0.04,6.6,5,0.01,2.24,0.006,2.4
70,1982,8,2,2.39,0.51,0.48,1.76,0.04,6.3,5,0.01,2,0.006,2.4
70,1982,8,10,2.36,0.51,0.5,1.77,0.04,6.6,5,0.01,2,0.006,2.5
70,1982,8,16,2.32,0.52,0.5,1.79,0.03,6.61,5.1,0.01,1.98,0.006,2.5
70,1982,8,23,2.35,0.52,0.51,1.79,0.02,6.61,5.1,0.01,2.17,0.007,2.2
70,1982,8,30,2.37,0.52,0.5,1.75,0.02,6.59,5,0.01,2.13,0.007,2
70,1982,9,7,2.39,0.52,0.54,1.76,0.01,6.47,5.1,0.01,2.22,0.007,1.8
70,1982,9,13,2.38,0.51,0.49,1.73,0.02,6.49,5,0.01,2.22,0.005,1.7
70,1982,9,19,2.36,0.5,0.53,1.72,0.05,6.37,5.1,0.01,2.12,0.006,1.8
70,1982,9,28,2.43,0.52,0.52,1.76,0.03,6.46,5,0.01,2.24,0.01,1.7
70,1982,10,4,2.39,0.52,0.62,1.78,0.04,6.24,5,0.01,2.3,0.007,1.7
70,1982,10,11,2.39,0.52,0.53,1.77,0.02,6.2,5,0.01,2.08,0.009,2
70,1982,10,18,2.42,0.53,0.59,1.78,0.03,6.39,5,0.01,2.08,0.01,2
70,1982,10,25,2.47,0.53,0.58,1.8,0.03,6.39,5.2,0.01,1.98,0.009,2
70,1982,10,31,2.49,0.55,0.56,1.82,0.03,6.28,5,0.01,2.02,0.01,1.9
70,1982,11,8,2.42,0.52,0.55,1.78,0.05,6.5,5.1,0.01,1.96,0.008,1.8
70,1982,11,13,2.46,0.52,0.59,1.78,0.07,6.43,5,0.03,1.92,0.012,2
70,1982,11,22,2.44,0.51,0.55,1.82,0.07,6.52,5.1,0.01,2.26,0.008,2
70,1982,11,29,2.54,0.54,0.56,1.86,0.03,6.51,5.4,0.01,2.38,0.005,2.2
70,1982,12,6,2.5,0.53,0.53,1.83,0.05,6.4,5.2,0.03,2.33,0.006,2
70,1982,12,13,2.62,0.56,0.57,1.96,0.03,6.5,5.4,0.01,2.37,0.007,2.4
70,1982,12,19,2.69,0.57,0.57,1.97,0.04,6.4,5.6,0.09,2.25,0.003,2.4
70,1982,12,26,2.49,0.52,0.54,1.83,0.02,6.49,5.2,0.13,2.25,0.005,2.1
70,1983,1,3,2.68,0.56,0.51,1.92,0.02,6.49,5.5,0.01,2.53,0.008,2.2
70,1983,1,9,2.71,0.57,0.52,1.91,0.03,6.37,5.6,0.06,2.47,0.01,2.2
70,1983,1,11,2.4,0.51,0.48,1.82,0.05,6.3,5.3,0.13,2.4,0.005,2
70,1983,1,16,2.55,0.53,0.5,1.91,0.04,6.34,5.5,0.07,2.43,0.007,2.4
70,1983,1,24,2.51,0.51,0.49,1.85,0.03,6.34,5.1,0.12,2.19,0.008,2.5
70,1983,1,31,2.67,0.55,0.52,1.98,0.02,6.39,5.6,0.06,2.62,0.005,2.5
70,1983,2,3,1.81,0.39,0.39,1.37,0.02,6.13,4,0.19,1.71,0.006,1.9
70,1983,2,7,2.53,0.52,0.48,1.84,0.05,6.3,5.3,0.09,2.21,0.007,2.5
70,1983,2,14,2.61,0.54,0.49,1.91,0.04,6.33,5.5,0.1,2.26,0.007,2.8
70,1983,2,20,2.56,0.53,0.48,1.85,0.04,6.23,5.4,0.15,2.23,0.007,2.7
70,1983,2,27,2.63,0.53,0.48,1.87,0.05,6.19,5.4,0.09,2.15,0.007,2.5
70,1983,3,7,2.51,0.51,0.47,1.78,0.06,6.17,5.8,0.31,2.21,0.002,2.2
70,1983,3,13,2.4,0.5,0.45,1.74,0.03,6.2,5.2,0.14,2.13,0.007,1.8
70,1983,3,20,1.4,0.3,0.29,1.07,0.05,6.1,3.3,0.22,1.24,0.004,1.5
70,1983,3,27,2.41,0.5,0.47,1.8,0.04,6.49,5.2,0.12,1.99,0.007,2.5
70,1983,4,4,2.48,0.5,0.46,1.79,0.03,6.32,5.2,0.12,2.25,0.005,2.6
70,1983,4,11,2.42,0.51,0.45,1.74,0.04,6.41,5,0.09,2.27,0.008,2.6
70,1983,4,17,2.39,0.5,0.45,1.68,0.03,6.38,5.1,0.06,2.3,0.005,2.7
70,1983,4,25,2.42,0.5,0.45,1.76,0.02,6.4,4.9,0.09,2.1,0.008,2.6
70,1983,5,3,2.39,0.48,0.44,1.72,0.08,6.4,5.1,0.12,2.07,0.008,2.3
70,1983,5,9,2.38,0.49,0.43,1.69,0.04,6.5,5.2,0.06,2.1,0.009,2.6
70,1983,5,16,2.33,0.49,0.44,1.75,0.03,6.51,5.3,0.03,2.25,0.006,2.7
70,1983,5,23,2.35,0.48,0.42,1.72,0.04,6.46,5.1,0.01,2.3,0.008,2.6
70,1983,5,31,2.26,0.47,0.41,1.68,0.05,6.5,5.1,0.06,1.96,0.01,2.5
70,1983,6,4,2.34,0.48,0.42,1.71,0.05,6.3,5,0.01,2,0.009,2.5
70,1983,6,14,2.38,0.5,0.44,1.72,0.1,6.48,5.2,0.01,2.18,0.005,2.4
70,1983,6,19,2.42,0.5,0.46,1.8,0.07,6.4,5.2,0.01,2.41,0.008,2.3
70,1983,6,27,2.34,0.49,0.46,1.78,0.1,6.34,5.3,0.01,2.4,0.009,2.2
